building_id,meter,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,unixtimestamp,m0,m1,m2,m3
717,0,5,Education,28826,1976.0,2.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,4,0,0,0
718,0,5,Education,25866,1919.0,2.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,2,0,0,0
719,0,5,Education,28363,1919.0,2.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,4,0,0,0
720,0,5,Education,18202,1919.0,2.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,2,0,0,0
721,0,5,Education,121471,1966.0,3.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,32,0,0,0
722,0,5,Education,31635,1966.0,3.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,2,0,0,0
723,0,5,Education,160038,1966.0,4.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,93,0,0,0
724,0,5,Education,88856,1976.0,2.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,13,0,0,0
725,0,5,Education,13789,1919.0,1.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,3,0,0,0
726,0,5,Education,120566,1945.0,2.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,30,0,0,0
727,0,5,Education,139113,1976.0,3.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,34,0,0,0
728,0,5,Education,30300,1966.0,2.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,4,0,0,0
729,0,5,Education,17190,1919.0,2.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,3,0,0,0
730,0,5,Education,126045,1966.0,4.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,20,0,0,0
731,0,5,Education,29149,1919.0,2.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,3,0,0,0
732,0,5,Education,66187,1976.0,1.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,30,0,0,0
733,0,5,Education,96929,1966.0,3.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,14,0,0,0
734,0,5,Education,28191,1919.0,1.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,3,0,0,0
735,0,5,Education,155807,2013.0,2.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,73,0,0,0
736,0,5,Education,94658,1976.0,3.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,23,0,0,0
737,0,5,Education,14790,1976.0,1.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,1,0,0,0
738,0,5,Education,95433,1966.0,4.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,14,0,0,0
739,0,5,Education,137046,1966.0,2.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,21,0,0,0
740,0,5,Education,37975,1976.0,1.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,0,0,0,0
741,0,5,Education,14025,1966.0,1.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,2,0,0,0
742,0,5,Entertainment/public assembly,31829,1976.0,2.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,7,0,0,0
743,0,5,Entertainment/public assembly,12185,1976.0,2.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,19,0,0,0
744,0,5,Entertainment/public assembly,48642,1919.0,5.0,4.0,0.0,3.0,,,160.0,2.6,1451617200,17,0,0,0
745,0,6,Education,13512,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,7,0,0,0
745,2,6,Education,13512,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,0,0
746,0,6,Office,17879,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,63,0,0,0
747,0,6,Education,30531,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,22,0,0,0
747,1,6,Education,30531,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,0,0
747,2,6,Education,30531,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,122,0
748,0,6,Office,32766,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,24,0,0,0
749,0,6,Lodging/residential,35936,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,31,0,0,0
750,0,6,Education,35990,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,175,0,0,0
750,2,6,Education,35990,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,4807,0
751,2,6,Office,37485,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,0,0
753,0,6,Education,39558,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,27,0,0,0
753,1,6,Education,39558,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,0,0
753,2,6,Education,39558,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,322,0
754,2,6,Office,41337,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,373,0
755,0,6,Office,42129,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,14,0,0,0
756,0,6,Lodging/residential,44352,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,20,0,0,0
757,2,6,Education,46813,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,1020,0
758,0,6,Lodging/residential,47007,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,38,0,0,0
758,2,6,Lodging/residential,47007,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,240,0
759,0,6,Lodging/residential,48519,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,14,0,0,0
759,2,6,Lodging/residential,48519,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,200,0
760,0,6,Office,49990,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,72,0,0,0
761,0,6,Entertainment/public assembly,52534,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,1,0,0,0
762,0,6,Education,53651,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,108,0,0,0
762,2,6,Education,53651,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,0,0
764,0,6,Education,58307,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,21,0,0,0
764,2,6,Education,58307,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,2810,0
765,0,6,Entertainment/public assembly,58562,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,140,0,0,0
765,1,6,Entertainment/public assembly,58562,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,0,0
765,2,6,Entertainment/public assembly,58562,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,964,0
766,0,6,Office,64818,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,53,0,0,0
766,2,6,Office,64818,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,0,0
767,0,6,Office,70042,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,197,0,0,0
767,2,6,Office,70042,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,636,0
768,0,6,Education,75929,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,481,0,0,0
769,0,6,Education,77263,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,51,0,0,0
769,2,6,Education,77263,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,175,0
770,0,6,Education,80325,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,31,0,0,0
770,2,6,Education,80325,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,405,0
771,0,6,Lodging/residential,82911,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,57,0,0,0
771,1,6,Lodging/residential,82911,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,0,0
771,2,6,Lodging/residential,82911,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,273,0
772,2,6,Lodging/residential,87661,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,0,0
773,0,6,Lodging/residential,93313,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,48,0,0,0
774,0,6,Lodging/residential,93500,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,54,0,0,0
774,1,6,Lodging/residential,93500,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,0,0
774,2,6,Lodging/residential,93500,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,0,0
775,0,6,Office,104355,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,134,0,0,0
776,0,6,Office,104667,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,61,0,0,0
776,2,6,Office,104667,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,0,0
777,0,6,Lodging/residential,105791,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,122,0,0,0
777,1,6,Lodging/residential,105791,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,0,0
778,0,6,Entertainment/public assembly,108339,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,171,0,0,0
779,0,6,Lodging/residential,113000,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,68,0,0,0
780,0,6,Education,120836,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,626,0,0,0
780,1,6,Education,120836,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,0,0
781,0,6,Lodging/residential,128044,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,113,0,0,0
782,0,6,Education,129344,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,471,0,0,0
784,0,6,Education,190817,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,464,0,0,0
784,2,6,Education,190817,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,3983,0
785,0,6,Education,250000,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,819,0,0,0
787,0,6,Lodging/residential,278795,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,148,0,0,0
787,1,6,Lodging/residential,278795,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,0,0
787,2,6,Lodging/residential,278795,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,0,0,968,0
788,0,6,Public services,401753,,,9.4,,4.4,0.0,1020.5,30.0,3.1,1451617200,236,0,0,0
789,1,7,Education,64583,1923.0,1.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,61,0,0
789,2,7,Education,64583,1923.0,1.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,446,0
790,1,7,Education,86111,1911.0,8.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,115,0,0
790,2,7,Education,86111,1911.0,8.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,793,0
791,0,7,Education,150695,,5.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,940,0,0,0
791,1,7,Education,150695,,5.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,338,0,0
791,2,7,Education,150695,,5.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,1443,0
792,1,7,Education,333681,1938.0,3.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,388,0,0
792,2,7,Education,333681,1938.0,3.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,3277,0
793,0,7,Education,150695,1964.0,6.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,910,0,0,0
793,1,7,Education,150695,1964.0,6.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,0,0
793,3,7,Education,150695,1964.0,6.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,0,744
794,0,7,Education,731945,1969.0,11.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,2856,0,0,0
794,1,7,Education,731945,1969.0,11.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,0,0
794,3,7,Education,731945,1969.0,11.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,0,3981
795,0,7,Education,387500,1960.0,6.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,2182,0,0,0
795,1,7,Education,387500,1960.0,6.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,0,0
795,3,7,Education,387500,1960.0,6.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,0,2679
796,0,7,Education,226042,1965.0,2.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,605,0,0,0
796,1,7,Education,226042,1965.0,2.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,11,0,0
796,2,7,Education,226042,1965.0,2.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,98,0
797,0,7,Education,764237,1979.0,13.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,2121,0,0,0
797,1,7,Education,764237,1979.0,13.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,0,0
797,2,7,Education,764237,1979.0,13.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,2075,0
798,0,7,Education,409028,1970.0,21.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,1022,0,0,0
798,1,7,Education,409028,1970.0,21.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,67,0,0
798,2,7,Education,409028,1970.0,21.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,1765,0
799,0,7,Education,527431,1976.0,26.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,0,0
799,1,7,Education,527431,1976.0,26.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,0,0
799,2,7,Education,527431,1976.0,26.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,1667,0
800,0,7,Education,64583,1955.0,2.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,115,0,0,0
800,1,7,Education,64583,1955.0,2.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,0,0
800,2,7,Education,64583,1955.0,2.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,601,0
801,0,7,Education,484376,1952.0,5.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,3919,0,0,0
801,1,7,Education,484376,1952.0,5.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,166,0,0
801,2,7,Education,484376,1952.0,5.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,2245,0
802,0,7,Education,290625,1995.0,19.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,0,0
802,1,7,Education,290625,1995.0,19.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,363,0,0
802,2,7,Education,290625,1995.0,19.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,1392,0
803,0,7,Education,182986,1962.0,3.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,4876,0,0,0
803,1,7,Education,182986,1962.0,3.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,0,0
803,2,7,Education,182986,1962.0,3.0,-2.3,,-3.2,,1015.4,280.0,1.5,1451617200,0,0,2151,0
804,0,8,Office,175618,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,368,0,0,0
805,0,8,Entertainment/public assembly,3200,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,5,0,0,0
806,0,8,Other,28693,,2.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,8,0,0,0
807,0,8,Entertainment/public assembly,3000,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,2,0,0,0
808,0,8,Other,9357,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,0,0,0,0
809,0,8,Entertainment/public assembly,520,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,0,0,0,0
810,0,8,Entertainment/public assembly,3729,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,2,0,0,0
811,0,8,Public services,4848,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,8,0,0,0
812,0,8,Entertainment/public assembly,9894,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,18,0,0,0
813,0,8,Public services,5630,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,15,0,0,0
814,0,8,Public services,4371,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,2,0,0,0
815,0,8,Entertainment/public assembly,666,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,0,0,0,0
816,0,8,Entertainment/public assembly,356,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,3,0,0,0
817,0,8,Entertainment/public assembly,984,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,0,0,0,0
818,0,8,Public services,3648,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,10,0,0,0
819,0,8,Public services,6351,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,15,0,0,0
820,0,8,Entertainment/public assembly,648,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,3,0,0,0
821,0,8,Other,2555,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,0,0,0,0
822,0,8,Entertainment/public assembly,366,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,0,0,0,0
823,0,8,Public services,35253,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,123,0,0,0
824,0,8,Public services,7820,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,20,0,0,0
825,0,8,Public services,3592,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,5,0,0,0
826,0,8,Public services,19446,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,61,0,0,0
827,0,8,Office,5839,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,31,0,0,0
828,0,8,Other,102994,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,3,0,0,0
830,0,8,Warehouse/storage,15120,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,15,0,0,0
831,0,8,Entertainment/public assembly,4065,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,20,0,0,0
832,0,8,Public services,26507,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,54,0,0,0
833,0,8,Public services,6392,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,20,0,0,0
834,0,8,Public services,4934,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,25,0,0,0
835,0,8,Entertainment/public assembly,17220,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,35,0,0,0
836,0,8,Public services,8168,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,19,0,0,0
837,0,8,Public services,33246,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,25,0,0,0
838,0,8,Public services,18414,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,50,0,0,0
840,0,8,Other,41861,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,58,0,0,0
841,0,8,Office,5680,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,6,0,0,0
842,0,8,Public services,7292,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,25,0,0,0
843,0,8,Entertainment/public assembly,5380,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,10,0,0,0
844,0,8,Entertainment/public assembly,6944,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,16,0,0,0
845,0,8,Entertainment/public assembly,860,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,1,0,0,0
846,0,8,Entertainment/public assembly,481,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,0,0,0,0
847,0,8,Entertainment/public assembly,9303,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,29,0,0,0
848,0,8,Office,8552,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,1,0,0,0
849,0,8,Public services,6448,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,1,0,0,0
850,0,8,Public services,28590,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,91,0,0,0
851,0,8,Public services,16682,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,117,0,0,0
852,0,8,Public services,10800,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,21,0,0,0
853,0,8,Entertainment/public assembly,26495,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,0,0,0,0
854,0,8,Entertainment/public assembly,92288,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,780,0,0,0
855,0,8,Office,48300,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,58,0,0,0
856,0,8,Entertainment/public assembly,2956,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,1,0,0,0
857,0,8,Entertainment/public assembly,4000,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,1,0,0,0
858,0,8,Other,1566,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,3,0,0,0
859,0,8,Public services,4000,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,13,0,0,0
860,0,8,Other,12259,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,3,0,0,0
861,0,8,Other,4276,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,8,0,0,0
862,0,8,Other,27640,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,20,0,0,0
863,0,8,Public services,19823,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,155,0,0,0
864,0,8,Public services,16584,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,83,0,0,0
865,0,8,Public services,10174,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,20,0,0,0
866,0,8,Public services,10174,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,21,0,0,0
867,0,8,Public services,65913,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,83,0,0,0
868,0,8,Public services,60000,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,108,0,0,0
869,0,8,Entertainment/public assembly,875000,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,1517,0,0,0
870,0,8,Entertainment/public assembly,755,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,3,0,0,0
871,0,8,Entertainment/public assembly,1536,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,3,0,0,0
872,0,8,Public services,3627,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,7,0,0,0
873,0,8,Office,40142,,1.0,21.1,2.0,20.6,0.0,1020.1,0.0,0.0,1451617200,183,0,0,0
874,0,9,Office,181805,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,443,0,0,0
874,1,9,Office,181805,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,0,255,0,0
875,0,9,Lodging/residential,177708,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,124,0,0,0
875,1,9,Lodging/residential,177708,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,0,114,0,0
875,2,9,Lodging/residential,177708,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,0,0,283,0
876,0,9,Education,55240,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,26,0,0,0
876,2,9,Education,55240,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,0,0,262,0
877,0,9,Office,8004,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,0,0,0,0
878,0,9,Lodging/residential,41241,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,29,0,0,0
878,1,9,Lodging/residential,41241,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,0,32,0,0
879,0,9,Education,110235,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,253,0,0,0
879,1,9,Education,110235,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,0,6,0,0
879,2,9,Education,110235,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,0,0,298,0
880,0,9,Education,157723,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,112,0,0,0
880,1,9,Education,157723,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,0,70,0,0
880,2,9,Education,157723,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,0,0,518,0
881,0,9,Entertainment/public assembly,344798,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,0,0,0,0
882,0,9,Education,39143,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,20,0,0,0
883,0,9,Education,399331,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,408,0,0,0
883,1,9,Education,399331,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,0,321,0,0
884,0,9,Education,38598,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,30,0,0,0
885,0,9,Lodging/residential,40697,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,22,0,0,0
885,1,9,Lodging/residential,40697,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,0,27,0,0
885,2,9,Lodging/residential,40697,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,0,0,54,0
886,0,9,Education,69799,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,164,0,0,0
886,1,9,Education,69799,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,0,0,0,0
886,2,9,Education,69799,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,0,0,0,0
887,0,9,Lodging/residential,69754,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,39,0,0,0
887,1,9,Lodging/residential,69754,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,0,12,0,0
887,2,9,Lodging/residential,69754,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,0,0,137,0
888,0,9,Entertainment/public assembly,137522,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,95,0,0,0
888,1,9,Entertainment/public assembly,137522,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,0,175,0,0
888,2,9,Entertainment/public assembly,137522,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,0,0,323,0
889,0,9,Education,126077,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,72,0,0,0
889,1,9,Education,126077,,,10.0,,3.9,0.0,1028.9,30.0,3.6,1451617200,0,141,0,0
